"","ALF1","ALF3","ALF5","ALF7","RPF1","RPF3","RPF5","RPF7","HAF1","HAF3","HAF5","HAF7"
"OG0003563",53.7197016027371,26.1001168663242,14.2806546998479,21.2536502148987,50.1060501093351,22.6777618822747,6.01278590510648,4.44749195385909,31.4228412609284,8.66652339340259,7.93797662109399,7.74471880952666
"OG0003564",3.79907649676056,1.44561132884517,5.7931468948904,12.0693300787125,8.00169953094853,12.3576619628922,11.0773186352091,9.94498604362373,15.4941434782643,30.9697919811918,32.9916338134973,33.7953040215876
"OG0003565",176.806343665046,156.880655340626,83.8490533703893,92.8960039305289,77.0638164794106,57.5714966969051,53.3739315342962,51.1347870749937,52.869612851913,37.3830674735223,35.1618236792367,37.6324591582075
"OG0003566",0.223475361651658,17.6913435109704,38.2446148373237,72.140656951765,0.548321647866002,27.7094835156182,30.0563099146951,68.7936624908012,12.1615498879589,17.1044133711543,64.0168523747126,21.9572779193743
"OG0003567",52.0122505975299,44.9073296141507,18.3213513922359,16.488813548803,54.9223923730474,35.6213991546753,30.8520802897559,31.3430977794234,43.1139969413822,27.3728871159157,21.1790457192312,19.6086998072495
"OG0003568",0.0979363105007383,0.886553355086489,1.74508693428215,5.68784818951811,0.0669810354454753,7.25944570717368,47.1749200686312,15.1153676198815,9.62737074628575,9.86167398267179,48.1683387274702,11.3442617735733
"OG0003570",11.2741862290892,45.6339402996293,23.5619448037439,28.7865852173102,48.8056434058862,89.4724390205383,54.3441416737779,40.576235580792,56.2923458419632,53.6155940234148,44.2792069114922,42.510149288547
"OG0003571",6.9168849700169,7.13561531685747,4.61116492606105,4.64447578975604,16.5333881125136,12.8869544410119,13.8438643788168,19.6803952199165,7.22016282383596,8.79671025232887,8.95992245257819,9.11842702484541
"OG0003573",74.6206830998181,54.5320423659432,19.1389676283251,39.23942888995,92.2853429798003,40.5537058641737,5.91323935390238,6.28368478699337,155.757479765249,40.446528521707,33.8144798141356,36.324275534466
"OG0003574",47.7934266037205,36.7311402133408,18.4502407245326,12.4392172944202,40.2319148974282,33.0335369641586,29.8251799550021,29.9060647181353,21.1378251999713,21.4374349462895,24.4953582259403,19.4493903727715
"OG0003576",9.95790313959146,8.17634166640496,4.56366787324947,4.46013206975076,12.5812145104854,4.15956860986117,4.98675454789519,5.55045343089496,9.78802366117475,5.48185100767745,4.81931098499805,6.87104465001665
"OG0003577",11.8263646023067,11.8659958392673,12.4763921100185,15.9442710753817,12.9372097950408,13.0669357914434,8.94909193590774,6.8054219902165,29.5016399053479,27.9873388311033,24.3836401638793,16.9073360771009
"OG0003580",24.5070048148504,12.8831624585863,15.8311154163854,13.128828834897,54.1665433419872,38.4524069055134,43.1397410431932,19.0412008400742,92.7236384039933,24.3758501719509,27.6011930939628,8.9582501519048
"OG0003581",37.7284036111539,10.2547598599521,11.3925075704563,10.863571983532,36.6191268442476,22.1361493761149,23.4964304465357,20.7179124821565,19.6332677263759,15.4540737460151,9.78786350329638,9.14103314068045
"OG0003582",1.14276239620894,0.390070072176663,21.571507350738,30.1267230068025,42.0109282528288,20.2753901200293,86.7159904983665,596.048798688044,0.00663809256763517,0.610360501301342,3.10580053834163,1.06413007729145
"OG0003583",45.1287375851188,56.1020589225799,66.2877392980251,64.423529770317,55.4436125485874,64.1260822000299,60.2793851779619,83.2414691609164,50.4424835542019,46.5321332520338,64.4257212155784,55.3698962708574
"OG0003584",5.16338552171076,3.64060945640924,5.59121296690005,5.5067079334956,10.0659009166004,13.1412636159995,14.8729005043836,14.4143611542499,6.69964895551123,7.6432115457736,8.67873167045838,12.3694333958939
"OG0003586",4.62207380190815,9.48288187823225,17.2829787574588,15.4948964138854,2.09778387764962,6.28653404593161,4.96607622515272,9.27161852754363,67.99333988513,116.100376970322,103.084801807948,62.0153005725087
"OG0003587",84.0516833259717,104.19359242233,187.954365840971,285.39752953603,55.9723871276764,81.0779505714075,67.8784225469571,64.9240654881968,99.4060636806216,108.834740085427,148.246411914012,163.108612353911
"OG0003588",49.7860363803438,18.1205120291084,8.96092102271685,2.0225938198872,100.538630813522,37.5105197841664,42.5478665878617,33.208298757707,19.0724351296846,32.4037110807273,17.2481454327917,3.24967207272199
"OG0003589",85.2476115372755,66.9656813360575,61.7788373572754,65.3393716521366,120.287637497138,81.9495713490845,83.4399506345423,97.0751220138879,74.2239721029136,71.6619377061321,79.1103541749569,88.9174432593062
"OG0003590",16.7357497979164,30.4796290755731,15.2274919938218,0.241315632815877,12.130930683026,20.805899282043,6.22181688645592,1.52762061603789,0.560304458484525,0.550074821046166,0.124479368683814,0
"OG0003591",36.0018759865006,50.6728270306056,29.2960456594558,25.2655748667721,27.1634060887512,36.4276821328713,23.4383343839898,13.2107264930533,36.3553325690481,35.2984146316014,23.2833534997598,30.7342551198893
"OG0003592",446.558815098859,1954.25585122617,12220.8796685448,25859.640334339,138.696291363354,926.347893821211,2100.65843373932,2036.56180805655,49.8857423152726,275.762656554054,633.222911844066,796.784448117327
"OG0003593",18.1566298250089,15.6217241802353,25.710162800806,46.6036249375795,24.1597389472064,25.8166335242914,24.0861827758999,32.9699124455461,8.56411017059734,8.96465040171733,8.69387814686756,8.03217754208013
"OG0003594",62.5310857786581,58.6366649551181,41.7098029049647,38.8148087874812,19.339004957679,20.3880617381426,17.1665429472634,19.7337832276511,61.2030094238679,47.6033911231671,34.8307531058204,30.8572679536417
"OG0003641",14.9671208743631,9.15573224977997,7.89943393515788,7.25142263483589,10.533183591905,8.97270831807363,10.6541444223922,13.8451426187122,9.52022176477941,10.3402497744588,11.0724447378789,17.7665391055146
"OG0003642",18.6168041037684,64.5546863195191,50.9273127314338,14.8411034751817,22.3167303374954,62.0474879512123,67.4366240654805,35.9436596477124,51.0438218870196,129.461009324297,80.4943470022051,64.7004763309822
"OG0003643",222.643559959872,1253.24526911372,7650.14580315502,11967.3464362257,357.471673511077,1886.08268018048,4384.97778578728,3817.06167938203,776.315781204104,3361.63162181542,4648.8711911674,4046.60739391205
"OG0003646",33.6371660619812,35.9535317808966,33.9420974121992,28.1894563935071,40.8228298365031,31.447607781054,27.1863378198275,23.868722562327,28.4988663097828,31.6736316977158,32.0094448067547,35.2324014398297
"OG0003649",1.38553603567349,8.24755406340666,6.46840088075943,8.009267040992,0.503711273800079,2.4857567438493,1.98066825625675,6.94658026740268,4.28516573741855,4.43531573334409,9.78405344684061,6.12707739995238
"OG0003653",9.02749667815461,6.20862051826973,0.779179887631409,0.602115244727772,6.62173465421822,3.03753032938592,1.98539495363297,1.88344812238362,9.21364367307975,5.8523234109495,2.92909974819154,2.48321830559465
"OG0003654",35.9937112431315,186.634487079889,881.868643674384,1177.78078647486,69.492721190472,536.515256227974,2186.48409183897,3738.82168652416,168.058140262918,953.401756169658,2607.09135634994,4291.85552079997
"OG0003658",16.4370350212259,7.30676575310665,4.16748765518578,1.47819495842894,16.5269898403415,10.0483860652837,6.39936671475468,3.88097398450222,15.4023701426712,4.94243362532443,2.75698330739497,2.17031251230854
"OG0003661",11.4758186126598,7.62327082011934,6.56511586803162,6.02144461249216,10.7716147676732,7.05325811581762,8.16777674222044,6.03227891936671,11.7517616695412,7.89884712792449,8.92750682044111,7.52608124459668
"OG0003662",3.12963946083225,4.95496179634861,14.9468166429187,3.61535426906331,0.835264563580443,8.35896408639847,16.0137987604246,35.3665323008388,4.25130954738779,15.9686138086391,35.4325583217205,42.1951188218624
"OG0003663",3.00655257393901,13.4374674766957,24.3018218464018,13.962387097789,10.1225989892517,37.3849989418404,30.163971207185,18.0908880745818,3.98058752137341,13.1425187414484,17.6727041905276,13.1507408234754
"OG0003664",1.09993660020998,8.98174152274548,73.6437173291029,162.486208178756,0.309447443302963,0.0254181139038314,0,0.0647434495623133,0,0,0.0546730243663197,0
"OG0003665",10.4855251145489,17.5987680101331,74.7470895370513,121.712955666597,8.24149034508822,9.14465050491199,4.25674605787229,3.88893399851662,1.12552386782284,1.43458190486575,2.06119413575513,3.28666892610906
"OG0003666",3.25369997515175,4.58631478222997,6.57222874618255,9.92333991154028,7.07084547428394,6.7551659980466,4.8672282835931,3.33524942474141,14.5681311370216,9.54400972843775,8.14246850227706,7.31659049062821
"OG0003669",28.1947644501771,27.033092698959,22.3898496250479,12.1790121954771,30.1432428993607,36.381270335036,17.0455444544066,11.1140742079482,10.8635199463548,8.16883771824973,6.081933344106,3.68542354063967
"OG0003673",0.29929133260913,1.313148639447,5.51219491801523,10.2926633821836,0.403012697703959,1.45136978208343,7.54897407463937,16.0580853700619,4.33749760871464,4.36648960248693,6.89413358090614,5.62682461830338
"OG0003675",32.0637341531035,10.0436367900455,10.6592661847312,12.8156899640735,16.5107573129671,7.32906825153413,6.38833452123803,7.103739863841,25.9872758046373,15.233201080228,9.7774969159537,9.5174156289644
"OG0003676",3.18051049591102,5.489676882398,9.74539179101604,7.10319451851744,1.67553459784489,2.64118507753193,1.08863114745119,7.87054147493543,1.62224755211671,1.46607150643845,3.78435090921429,9.48385441290626
"OG0003677",4.10217106847347,8.1655417273591,8.75687137974098,1.46907190869556,8.5307286732398,29.3123084295084,29.780269527388,10.66798885823,9.80606133326924,15.4072359953624,8.2992568239092,10.9769889087112
"OG0003681",27.131932716998,27.7653925159007,35.9621304670223,82.1150458833923,45.3889352967052,34.8216959038955,35.5154663200983,77.1585632811682,30.003822385958,26.8278216953979,43.4536531989093,90.5319752509403
"OG0003682",11.3724792464408,32.1234224751463,17.7729090552027,12.027392006407,15.8056814035753,30.6168391725818,17.2687867519287,8.94724810156163,43.7030425438822,46.6579665650693,36.6312693918695,32.2360201051574
"OG0003683",26.1870942036562,42.7189789844236,41.1966409552786,57.0747320604912,90.9415386828822,96.1934656474237,94.4778732297268,106.142053818311,35.7410769823128,35.2322433828306,46.5686064269561,65.8290459920487
"OG0003685",40.8642264486698,51.6231709465939,79.4889161134757,90.5655400650215,13.1962462990774,17.0406557158697,16.9263320317177,16.5243208285315,25.5338017524441,28.888919925958,24.2863556824314,22.5005058033857
"OG0003686",90.989228796452,56.7482351118196,202.386616057287,466.597254801019,20.3181659050389,34.9089672092881,38.9047013808016,26.8443922261807,44.3144936463059,63.6505924059733,56.3984335649476,55.763087971375
"OG0003687",1.74864592429748,70.0760082763801,78.4981465766418,90.8257911263174,1.11512078916678,58.134462595257,68.5008200243049,34.542342945723,24.3916696816424,61.1685948306131,36.9323607891387,13.0954403248404
"OG0003689",96.9544382116655,60.7816122621582,40.8461114724964,41.514458265792,160.553698370873,74.151377739554,53.4503179089835,45.8627672972896,33.6732576572702,22.4867247029923,20.740557469733,22.819030966915
"OG0003691",42.8880577243472,4.24613192707321,10.7574808150369,10.1725231542419,35.6236324490168,0.563900774350508,0.285247780693555,0.130881121078562,9.84759957771486,1.39868236791114,0.798230917766477,0.168293886059689
"OG0003692",92.0376390579087,86.6955540689494,34.2302754241589,53.5009692156093,49.8316501026065,22.0871394145855,20.211628417136,22.7476467362015,48.4429329059916,28.4374172068318,32.7033486803886,29.0550405473462
"OG0003694",38.5935707157876,14.6615473485065,12.8670128263053,15.4068598940776,46.3161391672439,31.5706569490452,26.6528170070316,19.8259827930083,29.4086423107608,21.4781280158067,16.1221177122098,15.0387698893836
"OG0003696",2.73061089624822,4.06404199740375,9.46442840854052,145.902549389019,14.8119550601451,11.0335780928419,2.11468706597133,2.65514018536215,5.77602242039031,12.8050536336272,19.4074001229951,15.9403735515928
"OG0003700",17.4972059833113,10.0535499396139,4.17595155672774,2.72694757602832,7.82450666852888,6.44191318739111,4.76894388080475,4.49366661467275,14.1989676269651,15.3634353901654,11.9361134857792,10.7015956606621
"OG0003702",357.952782207341,64.6015139510651,71.1694111787812,66.8689815719628,221.376516895107,78.8918565197057,74.6542074853133,59.8828836460016,62.7063810165034,38.6599614553653,21.3829050722946,21.4746131806012
"OG0003703",141.518560945619,101.833590218191,80.4202276025953,98.1464913571847,114.945175101772,61.7553900324194,52.3692031185741,50.6746042460664,69.5283072060298,39.222413470532,46.6227327636406,40.5873216674876
"OG0003704",34.1489344968191,10.3458825995195,9.69144494490865,11.5671219712826,48.6948487446953,16.7926638435411,9.9104906212003,9.21631762739793,35.6823568719616,19.7370465454732,14.256609716291,9.94634718068377
"OG0003705",18.1797597800464,17.6292573418726,19.2960258982826,27.9202635907256,35.356144697971,37.9730422946988,42.0695747477429,33.223024769628,51.0985308263142,33.5408247967352,34.4684494188451,47.0168788660512
"OG0003709",0.338613336295165,0.165893826655453,0.079756649422251,0.115318725312866,9.0444113001924,6.9144509278601,6.74667012970447,6.63591121430307,20.7880203740544,23.3171865978274,23.6844358326443,33.0691855057383
"OG0003710",1025.71970747214,489.311471962328,851.501757971876,1032.44923210634,389.951731189278,92.3932527728967,192.790276469611,281.814454281281,268.767901642927,63.9431690670066,66.118136324236,29.0212952710288
"OG0003711",705.157347830246,237.081421530414,761.669088416005,1726.07751007129,454.138344675274,107.260450496215,238.824299014046,448.731514956398,205.813913076051,52.9747978094118,73.7553381571321,60.3833263747085
"OG0003712",95.5108606189283,65.7390664823599,13.1992129211378,14.6311621015316,84.5264867311176,46.9376184445485,28.5520413524508,24.6873944372352,115.240364502993,59.109981181584,32.3639058913918,36.1036778349855
"OG0003713",27.6850042989905,32.3860074083921,10.3968730402788,9.62981504880308,33.6414302005061,22.1060249750465,17.1622660066371,15.7759587741399,33.7389707958435,19.0222817095058,13.1730878399248,14.119344563791
"OG0003714",457.780005001777,365.464333761868,958.422992076237,959.781066640164,230.984143902649,112.996152009446,144.549122010301,102.710567892467,245.980699040467,245.672046328393,248.54443808848,253.965195771171
"OG0003715",21.52823943826,181.154751607656,187.758367027496,78.6842440283987,87.5975232644698,260.360480713562,182.988384111673,124.017438840197,250.2824534756,168.490161247823,89.8095054381946,16.0188327142231
"OG0003716",48.1265972406079,36.4678896489203,44.9840216692082,37.6921170847556,115.831096426155,88.4002505039741,88.0207979953285,69.8900205931999,46.4271056291095,53.5667998574363,57.9363606884152,55.0949400706577
"OG0003721",28.0765289882689,31.5937907826157,19.8162731365034,9.15497135974482,25.8200367186883,8.27379897010451,6.79614034478668,7.14010558266509,18.0660773839927,13.9749139827192,6.90296604273875,8.08695783936039
"OG0003722",148.637884318589,236.023624157257,18.1583337731954,4.32468853895017,126.765724069638,196.995726574267,9.18827629602848,4.82377849052616,138.36257308539,8.13607497977824,0.274183783580259,0.169588083222489
"OG0003726",10.7527334881335,2.17365041523872,6.06321975475487,6.03792065651427,52.0138828943443,29.373500242009,32.9037508468845,28.0493227921406,0,0,0,0.62543444107604
"OG0003731",11.0318936385322,9.26192917263733,2.98844563667729,4.32999593511208,8.81589739160403,8.07156057867561,7.58979583636133,9.43839178787609,8.60766771869335,10.4762968370832,15.4652727633903,23.3424499813246
"OG0003732",7.33523544423306,7.04974656128391,2.86940590151997,2.5061068630743,14.3188609162775,15.4549351652979,16.1157786184878,14.9153204339768,0,0,0,0
"OG0003734",3.61222295469485,11.5902324128751,5.72811724491732,7.49712601083804,0.379505796781894,2.75030471940098,3.14892647451419,3.7060601881261,4.78778832150884,5.44213564753111,4.07047172056545,1.62728786425303
"OG0003735",18.2917382335802,12.6732037444051,7.67126795409516,5.11486614113961,21.5081657245769,12.6198955178152,13.9257404090207,15.8028103590384,19.3650381993469,14.2223243779354,16.108429718884,17.749075237153
"OG0003736",17.7480935193618,5.01820102891971,0.292301162131625,0.11755610640114,21.4825851761763,3.11676435990369,0.810156526924558,0.147567258475093,20.2369641586167,0.366198635523976,0.184460845525379,0.0268993700553425
"OG0003737",87.2934671702031,54.2055910672617,21.046446982101,22.9647441526527,95.6927334724101,56.3139379319781,52.7170389613327,53.1010873925692,116.10214984864,133.434668714795,152.27492786874,155.290204380795
"OG0003739",19.7924993610903,9.43194362680942,6.62652594874232,7.74768309605815,39.7030137901354,24.6538148976646,24.1143498368981,30.0720874996951,0,0,0.0140838794588116,1.01192067349069
"OG0003741",4.95013111159553,3.01808005076014,1.49115035471138,1.49157068598381,3.6719106702816,4.32429924702838,4.06843017177941,3.73339873531795,5.19206401156767,7.68137165426602,5.90014643367048,8.14931970880945
"OG0003742",72.5841932942922,14.5707068507463,14.5780932063808,16.1676349488522,76.830673565649,48.0816356410546,57.2182869022792,48.0028185160833,21.1182123880767,14.7827849820392,14.2622122162363,16.4603868329753
"OG0003743",41.78723100265,46.946461895446,89.4482773396925,51.4797829602193,28.3012215125656,67.5949591378938,74.8989152026658,36.3541682879064,30.8696349621844,37.0454184383118,15.1580168644554,13.39277132224
"OG0003744",0.172136741087307,0.0931357292617494,0.0867494451168393,0.0180782684732589,0.226577248899889,0.381827277191452,0.529244129622396,0.36677336220296,10.2757571134331,16.6766486158736,9.39374698256962,13.0475765020561
"OG0003745",92.6357555503203,73.3623772746871,95.403533966071,99.3898683092708,175.034652333101,151.00487992723,169.860519538563,136.107874884378,69.9538598301771,86.3369788128484,87.5050835599122,87.5836944748274
"OG0003748",18.2003419002983,28.6335925138927,30.9483581316979,16.6058824496642,0.0670845105877923,0.0335794570774853,0,0,0.287093344457815,0,0,0
"OG0003749",28.4463164009402,15.6324576410336,9.64875675555205,8.87337412758063,22.3964845109892,17.8953793155729,19.6537298487547,20.7916889272457,16.9384336833492,19.3922295029947,23.336296867366,23.6831122787336
"OG0003750",219.330895280219,31.179551543833,17.6000832296658,3.68483335097013,164.163537797043,6.05904462561507,0.959454090092914,0.0271102435762125,35.4666201826185,1.09603965916702,1.37237613344604,2.17586927563906
"OG0003751",0.354778922707017,23.8763614026572,14.1761289498565,13.665286019229,1.92957160434607,57.4436121336684,40.6987934395305,37.6110791744959,11.9474718598051,18.1907987074807,23.9873987676288,16.4772551525093
"OG0003754",4.42165151762218,3.58525018020842,1.44429730268859,1.19803740766926,5.11200545672989,4.48305250399449,4.40948541823202,6.79043520481167,4.07411957043264,5.97338654688102,5.04589257687655,6.35036366759337
"OG0003759",20.6074083730798,5.23159102470971,4.53200919981913,2.28260707478191,81.9120144249759,51.2971691408534,90.9937198011306,76.0710416686582,29.0169150462173,21.7106833984338,10.9304343602766,13.599286458219
"OG0003760",1.29760219596454,1.86398808661299,4.18522807017591,4.44762992481738,1.17413443000771,1.95182436029611,1.96212594072517,4.74878420448248,9.53004170321682,16.6396463860435,19.3198387427122,9.69746794358484
"OG0003762",25.7244759694873,73.1685256663334,151.22475031359,102.607502268043,94.2537225513895,220.138415051912,335.011154839177,447.500769163336,134.198761738259,144.954876691314,223.070305968793,187.531402407352
"OG0003763",3.07715831247642,1.60058375463878,11.3890766606161,24.7308423286917,1.0507525112411,3.64845196981368,4.34406538126309,2.95362235573447,3.5437582453837,7.804093312511,7.05951129498941,1.41072068606877
"OG0003764",23.9826887477605,99.7732574390565,93.8304771880877,29.9010524933952,26.7244358855691,28.9828243578981,8.9015640607834,6.84232450896714,61.0437154483422,49.736384293176,26.9161336808468,13.1452286223875
"OG0003765",5.53900654224983,3.73738644121806,7.39868834932786,21.5160739721559,4.80308358288099,2.11658974724587,3.23311605685888,11.9676200957693,3.23196747790725,1.94540023238648,2.88241700278189,7.70343463961763
"OG0003766",35.9469748773345,28.0148549228675,18.3008052356223,14.9761652858841,42.7535371246162,25.7088326323814,18.925646184349,15.9142258981334,31.5916196424623,23.2168525772822,24.8282246647038,20.9228881784817
"OG0003767",10.5823924430553,4.78879727823921,7.01602798688923,11.3653383170049,5.65897200953698,2.88769426756982,5.14373009925353,5.33230874680936,5.6392806327618,4.24555028907041,5.76925706112798,6.1741450756049
"OG0003769",3.79418805945935,7.27911371606703,32.1703791015824,69.5884867856772,12.9315868027225,34.2069993310249,69.8711089509913,140.452613365983,18.770885521876,34.0451521189296,77.594719947213,141.406097011094
"OG0003770",0.180988856214952,0.953027969035613,1.96251634631996,7.68325665207471,2.55378496181667,10.5238549114923,12.8710026804139,13.0078689491345,2.77735300939372,10.4331899617544,14.8767754891745,8.29783284677601
"OG0003774",25.3520712273359,14.5491170361477,20.9074202630497,47.9981574891045,20.4628983185815,209.809231592062,181.05460354135,74.1173773753296,278.298520318821,450.464770693067,307.283277271475,277.147310837436
"OG0003777",14.4974167772359,21.6086854040424,90.1515410176472,129.860392138079,2.14424591755109,30.83234494417,49.8516835995679,32.9616085148081,84.072882195357,153.712491131783,135.732866301589,33.4661823257059
"OG0003778",9.97975529398156,15.4101474167715,20.1249349221382,20.7572707403657,5.30646652576884,13.1562310604046,16.276524140753,18.5764262006157,2.86579121703876,2.40542821074626,2.83601736658334,2.73725026387149
"OG0003779",236.578616063205,190.948057270784,171.090782620429,146.193681676964,136.036006025495,68.2418507616001,73.1828542108166,96.0832275365351,53.7724537871548,34.06765601695,36.7130104406867,29.3174217882469
"OG0003780",21.177623083143,70.0458948138228,61.5477081571029,15.4806114765337,16.6039840035808,19.8657765105509,13.7508601170787,8.30478491225966,30.5248799717159,18.7903564503484,12.0018995023355,15.4140077378407
"OG0003781",8.90727197634113,7.42058870480392,1.14299904962969,1.00999912226166,31.6368816070597,17.8238969551886,20.1382066195167,25.9010259001001,5.42923988525168,4.51373178565809,3.54744606426093,4.72747456400212
"OG0003782",1.11789270800506,3.76336820113286,35.6104924093769,74.0956883625361,3.10444772278166,7.92051874375333,6.67271700579995,19.9763729101977,1.5461525446285,2.32813921919224,3.73791687310439,4.22543595562242
"OG0003786",55.854252645841,126.801505578465,82.1823605609965,56.8843795787014,33.255337701327,56.0507194981039,39.6560778846058,25.7113853358997,120.612157441708,119.230257507613,91.9725565761587,46.8749982633258
"OG0003787",18.3356518907865,114.10302582223,36.520785261777,7.95658189434253,61.6072167440947,168.943383362968,38.0427139113871,19.7309729051073,133.023214284446,40.1306423751208,11.8292342749577,3.0580460686872
"OG0003789",39.1341031694806,63.7331448129722,18.879831926742,0.4161788668185,0.204693748511295,0.0591397366991513,0,0.153933667961136,76.7830936882033,35.5733522719889,10.8001397964062,1.93791303035501
"OG0003792",77.3874383277374,147.136541825165,145.140771821681,398.354788796158,71.0410815242663,196.416075322047,222.016847429296,236.259919151968,32.3928861936184,26.5878096008052,32.0144737903042,38.9338658275049
"OG0003794",35.7370742784151,114.784573123542,199.358386592049,30.2519278956989,62.276403074046,113.059451428367,190.536116096612,125.007193954799,94.0058309111193,99.1173609878908,71.8564018404995,70.1657905718145
"OG0003797",6.7549520943532,6.18938294217617,3.821301468301,5.65001186620147,3.50984908567678,2.15999725136329,1.20719396406732,1.11164656749291,5.7695911241063,1.41979775652883,1.04606769542705,1.32869298826714
"OG0003798",53.990413791691,52.1516584005629,31.5105661414158,36.8947554471822,39.645372587787,34.8745505351073,25.9560830185196,29.3329410361299,40.3339423970484,35.0269155826741,35.1554096689202,38.5278199407101
"OG0003799",8.48785627466338,4.78068779485116,1.26992377397088,0.478469994898338,9.2094104411937,5.33058115366117,9.87313643860121,10.6148408687811,12.2379332182672,10.2368722132155,7.47132971043682,3.03499793790609
"OG0003800",0.0837699103761438,0.142570963263941,0.210688457042203,0.859507712340583,5.32648139650341,6.55743937187796,9.97952640349877,8.62172526816863,0.44989863645331,9.3418998268551,20.8984728706553,8.0473796136148
"OG0003801",9.96375530082294,5.9499846621987,8.03582602369982,11.7017681333273,7.91156183298324,11.2780020088689,26.8263027378937,59.999930634135,5.01473965976154,7.08257413166128,21.8425472376537,55.405319860015
"OG0003802",15.279263040495,152.901997536914,25.0607277984563,6.33721562615107,4.53650155482352,1484.86968646603,1441.55559289333,904.44078442558,7.52666147987448,99.6254325906954,49.6796472955635,10.2835143587124
"OG0003804",12.3116311479334,9.09493627116995,5.59426317343954,8.6945768593604,19.3461948132357,12.4820043319109,13.1698038812793,11.3151179297228,14.2600721430602,12.2723243235852,15.6060457173607,15.2452576008784
"OG0003805",2.57592474880072,2.37716495848096,1.35121870434242,1.12573220120922,8.82225165145147,8.99485868793184,6.70303511576554,7.60457855301741,4.25508171429224,4.36256737496211,3.28741212781532,3.36547843453479
"OG0003807",68.0068309422741,128.57436079188,87.6240236532293,108.006038857698,145.464120034854,23.0120745830083,29.6572090836498,264.041718022148,1344.31715619186,218.119562843343,13.9212528771854,0.718212841581311
"OG0003808",5.40271357698586,21.514715128666,164.558997667641,355.147604995545,22.7389986991729,42.2055158523383,131.369580966918,289.018011609624,7.05832303813254,10.6773668055884,32.790306729051,51.6619007269274
"OG0003810",9.05288066487354,9.43523717501025,4.33450277404507,5.7455000899037,4.57476530950247,1.86371336119697,1.15408851443207,0.567343993777858,2.44312513018034,5.6152449932289,5.98591399774104,7.90893656296235
"OG0003812",4.3963633976188,9.62555442475713,91.0289492157402,216.719666011102,3.58423788354635,8.62643842756265,29.9083723899433,61.4777977490896,4.72887906226042,14.1447394671054,37.6036790538969,73.6744017112319
"OG0003813",27.5228228746521,27.1032634778114,14.6887588197618,13.345435206629,8.04990592033618,8.39583526731915,8.62906405328222,11.3221300769971,9.49781733182042,9.20166540934841,9.29424758230746,12.4806265733623
"OG0003814",5.31756121621976,5.91656336700096,8.88410654528281,15.646512175543,3.0915674940004,3.95967509341367,8.12832441550293,17.2439372528639,3.59750552033411,3.55454212853197,7.18871141107767,10.3909076244288
"OG0003815",4.52146187478849,3.70489767597465,1.87825413146774,1.52122859636576,4.93866928873324,4.78029841109676,6.3235082925527,7.6680158274952,11.3334109905802,12.6749728310982,12.0662436239002,17.2915140337856
"OG0003816",25.5963832041032,37.22559001144,38.5052429743707,35.9725220787521,14.5305280092153,10.3706863088932,18.2583071824319,12.4711049007173,6.09329571661373,4.02812518581162,7.56194062406722,4.60801058251402
"OG0003817",42.4154988407562,53.6244958455837,84.7879313948328,148.081227688007,17.7470147105729,36.1123187094193,63.3942135677255,58.0970119963113,33.0937989976621,69.2876633025522,61.1147255259729,48.2129671007028
"OG0003818",247.085793199441,165.965560045999,165.874370673703,150.887793926338,198.418040252163,119.544239598214,122.546301117777,109.064437552772,86.1845398227757,62.820347310148,67.1482755190164,65.6692631189307
"OG0003819",0.0945850900669193,0.0613382108585978,0.204294553310823,0.552523603895042,45.5470137427008,28.3482660747264,28.4799932473228,27.7772531215618,39.0142616796694,23.0324304644428,27.5021634385929,26.197116339013
"OG0003820",10.5674199334902,9.92465323985755,7.36903523469351,8.2796900984841,13.1582365824417,39.0762056647355,75.7550710625054,112.721445431846,50.2045531414936,100.146885680905,191.374342822453,273.768716675887
"OG0003823",13.3296319656615,10.4042442122007,8.61796659977781,13.1177728978742,16.9365315584255,4.13949983240435,4.22712851121607,4.5611048362714,3.89453964432366,2.60600040077913,2.24694467422144,2.45067215010822
"OG0003824",7.87732213966335,4.45378545726514,3.20864401582192,3.4367735291622,7.50495241268687,6.50131319861956,7.15314050299887,8.83391256746028,14.902320077722,17.3180538424223,16.6722516025363,18.8700402794126
"OG0003825",36.7931510388613,75.5523501049814,67.0586505555687,32.8217562989913,38.9754257912142,65.7687018195932,54.146744783564,28.2334872057953,50.8789121381265,35.4143983324033,26.520652585737,9.8345022625417
"OG0003827",41.1093958661128,7.69957731860674,4.01373871939651,0.788050376191971,30.4827526727214,8.66748162831666,7.48209849396669,3.64590711718363,29.1372232557094,16.6022582974818,7.42745512043311,2.92239836729346
"OG0003828",31.4193463471654,33.5469928119464,7.05316264566316,3.1579464864694,26.8424696632766,17.1419902170563,11.9403236442428,10.6106047081927,2.35745103093667,2.11330182424794,1.2925547837065,0.303038669639465
"OG0003829",48.9670994336073,34.1710658918254,47.7236190333849,50.1633064746656,38.4416719049053,24.9158623441225,22.1902199363432,18.6316966300594,14.004991553837,11.5261695548745,14.7074955920527,12.3726640862637
"OG0003831",32.0946718548041,32.619793361364,39.5425837454113,45.2298538634967,25.7623434015969,33.7403366032392,34.5078229493323,33.7012511809678,33.7902208904797,38.906336481831,42.6146252195602,46.4131344372448
